date,superior_lake_precipitation,michigan-huron_lake_precipitation,erie_lake_precipitation,ontario_lake_precipitation,superior_land_precipitation,michigan-huron_land_precipitation,erie_land_precipitation,ontario_land_precipitation,superior_lake_evaporation,michigan-huron_lake_evaporation,erie_lake_evaporation,ontario_lake_evaporation,superior_land_evaporation,michigan-huron_land_evaporation,erie_land_evaporation,ontario_land_evaporation,superior_lake_air_temperature,michigan-huron_lake_air_temperature,erie_lake_air_temperature,ontario_lake_air_temperature,superior_land_air_temperature,michigan-huron_land_air_temperature,erie_land_air_temperature,ontario_land_air_temperature
1979-11-01,65.93859998017068,104.16217316289024,136.67900945348816,103.68750090388464,75.47638933778039,106.33222632904972,136.950924476388,112.92525625075214,58.17883878467296,55.465702910637546,40.88518349258574,49.953971471610586,33.07507204676761,29.44589906165853,31.491986976941657,30.678998588745685,273.4085998535156,276.486083984375,278.8101501464844,279.3080139160156,270.10835150608506,274.3871959050496,277.5009938290245,277.2864745132566
1979-12-01,62.18919495748155,93.3251579694412,132.32541665786692,116.7289024225604,68.93865058239422,81.31491507952927,96.83035768262025,107.5459334698063,72.9390379588953,60.86405521922263,46.61591874016304,63.65113799235272,31.332671587461665,25.608148823173995,26.406871503623076,27.212623644967827,269.776611328125,272.4095764160156,273.84954833984375,273.3048400878906,265.44207192227185,269.7592363357544,272.39618763170745,270.6879933274637
1980-01-01,103.4267209235656,70.03558168121839,47.71355755504836,55.78077404291639,85.71978840083949,72.92911119718315,48.62466803581815,53.12612468343635,95.46723500582246,73.5352150917644,64.3209065209116,97.52844467841696,21.758341307569925,24.834540163042448,24.190987419615684,24.2647978064497,264.9839172363281,268.222412109375,270.2049255371094,270.3638916015625,258.47434572014674,264.8155167897542,268.0145942286441,267.06966754582925
1980-02-01,39.063289698785454,50.112326609532,54.66571923374666,44.75768070861436,33.59039721029826,43.531749991049814,54.89987532005529,45.65586736508737,71.44046420042335,59.883501906722,43.77556541096987,60.031195152323065,18.55222077868912,22.391315948805666,24.165935084917415,24.515829716703703,264.3064270019531,266.8918151855469,267.97259521484375,266.5397644042969,258.3735838506326,263.3161503473918,266.51219096936677,263.83076705331877
1980-03-01,54.00388700149022,89.29589661147718,161.5066190382861,143.3170232772092,61.45443126947533,91.50081327453216,150.72872522231577,152.45357655918403,52.636254508567035,39.33239116877077,16.001955754415018,28.62207894659976,38.79384857590469,38.714198807882234,39.698533208272885,42.73812796438489,268.1416015625,270.4906921386719,271.5950622558594,271.9640197753906,264.91899333817076,268.91702485084534,271.50686243960735,270.3646732840951
1980-04-01,73.68521653405655,106.49011425691803,127.04806457266228,151.37633648735047,79.46486410645466,119.8704780160856,116.10801714491843,130.47445955247017,9.640385504184495,2.4501169695988443,-3.006799010599199,1.5393901774728862,43.71080193830582,48.83722656323657,63.17434644693391,58.70743410401023,274.47174072265625,276.33087158203125,277.2738952636719,278.0030517578125,274.20387225512013,277.22932863235474,279.23966317427784,278.52835034948635
1980-05-01,48.31583086825278,65.97061765850464,87.10046951270543,82.22513251901223,53.35315696318416,73.67648796095563,107.9296907369957,81.30077939908465,-2.0050773669865256,0.1323074635419056,-4.786979501387559,8.554687586397307,73.48366585531355,98.16832290618508,117.9982470712636,107.24586969521576,279.614013671875,280.96185302734375,283.3731384277344,284.34075927734375,284.4924072022457,285.04300451278687,287.06338400589794,285.5402031845934
1980-06-01,47.29946297449524,86.00674293973907,111.036302407913,102.68816803687903,47.98873919487334,91.42188367906468,129.958275160712,116.9525071908512,-3.686920791305184,5.774829265741837,15.010958736076956,47.06891225077529,82.1842154906412,117.19123127993632,138.56968149557366,112.42348066246912,281.2510986328125,284.07684326171875,287.1039123535156,287.9380798339844,287.32845886959973,288.1566923459371,289.93383126509815,288.033926655927
1980-07-01,33.13861272040007,27.51609876459612,75.19606187883095,57.55262453790779,35.95171433958996,29.107917187194033,86.4433692435422,57.49248672649931,1.5731669390866705,23.731912186272197,24.826531445321717,49.28424887283065,97.41604871742366,111.8912964269623,129.83997407803832,114.27552176993574,286.2547912597656,291.0430908203125,292.9922180175781,294.26324462890625,292.11630346290616,293.8170292377472,295.2566006309108,293.78960100309115
1980-08-01,41.52537627374341,41.371042440550816,68.21967707036602,34.94362418264891,54.840884178519865,45.85748421254739,69.9954195494493,62.58913678303443,30.73126391546531,52.24746346451141,42.64192460666666,86.30387285140804,75.27957099189442,76.99339421894483,104.993362640784,78.74949018784089,290.041259765625,293.3919982910156,294.7620544433594,295.5071105957031,290.91267571316297,293.9171833197276,295.5118155228464,293.8337623415969
1980-09-01,98.33287564443968,66.59182683312736,40.97097704178972,63.41221345380306,106.93134464690324,69.65142472806983,48.78913148117998,59.53386152063233,52.23800315273403,74.79565150059231,60.57556887459047,120.76248733476906,56.59412212383711,58.5962788904458,62.973828391630704,63.589066160418426,284.47003173828125,288.4561767578125,290.6604309082031,290.540283203125,283.2232544431648,287.25619117418927,290.2747634084601,288.000644473579
1980-10-01,65.96442031099778,57.26787281868622,75.28418805795984,100.96889403839992,78.0867763418198,63.97801560843569,58.536056824082166,91.18032340935902,71.85966073286596,76.14798474861179,77.6387428471038,112.15171405979612,39.62904791282562,36.94649869381836,36.081276601386975,40.32467460831596,277.6990966796875,280.1649475097656,281.8210754394531,282.2325134277344,275.26955374303566,278.4103548526764,280.7050100627698,279.4627728800135
1980-11-01,62.507131384469766,58.49437530566404,46.015334988366114,89.6845415918354,63.13646270960111,57.1807141849623,42.757447183532136,87.64319852138311,58.78427398165958,63.90635098054851,57.46812620087085,80.11962043047602,30.65176062558055,24.17038306204288,25.989265606773586,30.162235020772965,273.559326171875,275.6868591308594,276.77484130859375,276.5809326171875,270.3554963495627,273.50716638565063,275.4411884107088,273.61466991995263
1980-12-01,66.81003805394411,103.53013274854771,80.90415855956724,87.87109779112903,58.58881501921073,94.5713716452455,79.34392271132437,87.96144204257006,104.4281474657344,81.52374033183676,50.48285424119767,75.08804738190317,25.24111480692563,23.87246595286799,20.89075217302352,23.72280850946981,265.28997802734375,268.2929382324219,270.4010925292969,268.8626403808594,260.081901337521,264.8251078923543,268.7822643079256,265.74937258742926
1981-01-01,39.82879267662912,45.53224632842509,53.37168893389532,41.29758973727909,35.51028663844386,39.585981226520474,45.097436358590606,45.16547890600305,85.05712989147247,64.4173406617824,40.78726097834848,62.35942850338897,20.615092279746012,18.298772791504778,17.816955590464637,18.86324463109218,264.8966979980469,266.62054443359375,267.1629333496094,264.96728515625,259.7832561356138,262.90280771255493,265.30667977584034,261.734832523376
1981-02-01,97.92421162630328,98.94157286433978,111.53459609249622,170.69900749306993,92.87509078111236,102.73178050511764,98.54467859303912,141.56710952013128,40.125480857089826,35.895140416581725,14.494051818444625,26.420355394438864,22.047629771049166,23.15146850159048,25.20141701694246,28.06658003394449,266.3630676269531,269.3848876953125,270.53558349609375,271.8572082519531,263.43340991502737,267.792209148407,270.3422733106111,270.4164061058225
1981-03-01,57.70341031921096,44.94437311197413,48.49978075759562,58.99702238147675,70.34732560287746,52.798820965048,54.48649491571216,59.28267975564804,33.13795931123598,26.426216461793167,16.8249207705895,28.41477621608183,41.197162893340135,39.35894612150267,46.25767443507714,41.88368987360342,270.4178161621094,272.4112548828125,273.17510986328125,273.6253662109375,268.5252249060399,271.6065247853597,273.52717951724406,272.11978750153787
1981-04-01,98.73319212707592,120.85341298899164,119.95953512355628,106.30391153497789,95.33592048211952,122.64116232041928,128.07569943606802,113.02073394204312,17.91574202135711,11.940253205946313,-6.36273289369004,13.477128393476642,52.35478535764917,65.02505611249788,78.28204886084346,62.88782875516782,274.6780090332031,277.43475341796875,278.74224853515625,279.135986328125,274.69438834019394,278.449303150177,281.6325528998124,279.5326288178211
1981-05-01,85.02813406928755,64.77530191747675,93.49067492215032,79.21771905794068,74.40880036730576,75.00325631497209,122.7500122318346,88.6505648670578,4.347431739399632,10.438879177061672,7.248113398904616,16.68174272730561,76.32604467336196,99.39669250355784,105.79887379941825,99.93406455129588,278.47259521484375,280.68231201171875,282.9291687011719,284.10589599609375,282.2097073133248,283.8204629421234,285.5005585519891,284.8995068167138
1981-06-01,109.6515487337634,64.12905587982917,99.09224054287992,72.66956165583628,95.16365151348394,77.30801430666025,138.91461797578657,83.14707279313049,-13.41599273604623,2.043911533101834,5.602083064875589,36.226732558324585,87.48538926888219,120.01370907673824,139.9336427288606,123.18140078403864,281.6278381347656,286.4419860839844,289.60107421875,290.5639953613281,287.7539877112643,290.2280333042145,292.2990104273746,290.6966353288786
1981-07-01,13.586212081295075,38.912707750338335,121.81923886042804,66.28586758526718,17.70715451653222,47.050868888471946,122.70567065471332,101.90867573512423,1.9939668677051463,42.7649892940324,43.33990844819405,83.3388743619018,101.0521468474294,104.79397137968682,129.89920515961478,108.78045419955366,285.73187255859375,291.62139892578125,293.52691650390625,294.7288818359375,292.30079182780594,293.4082321325938,294.2225480330618,293.42940226877766
1981-08-01,36.09103371783028,72.11217056419414,64.94361682121506,76.87852162388475,42.78774027543975,77.80181412794569,72.65608163911541,79.64870663161129,24.780559014355337,44.89302301271005,48.52501319230097,76.97515203154155,74.1354291624687,78.8820600065701,101.50713182265876,91.64427736257998,289.74493408203125,292.5399169921875,293.6268005371094,294.398681640625,291.2576259901799,292.58419942855835,293.39914261667354,292.08118925319883
1981-09-01,40.89549584682844,99.68590260081577,161.51325241698672,145.45076058101,38.75590588713282,78.90464871925263,120.48444087624527,128.99386277060498,61.10348464944516,80.28075560641932,61.719810024430544,106.69572004183996,43.11915611383117,58.00939614815009,74.9201995702431,68.5124640164719,285.03692626953125,287.82275390625,289.1059265136719,289.09112548828125,283.76624495669665,286.37248786290485,288.14936346756787,286.57874496339815
1981-10-01,115.41370541658073,89.3146487715499,107.25815545213555,154.69473188151613,97.51642447783676,95.853453087133,94.1632846237033,136.62147625562272,45.94535416496055,56.32991156757257,54.44761147312637,81.83029125725118,40.27539211260739,39.417893819733195,42.58621288297264,42.923296567958914,278.2933654785156,280.4838562011719,281.83892822265625,281.7659912109375,276.51604957124624,278.9953376452128,281.0575936969958,279.3783737543061
1981-11-01,37.06316945701894,60.38003130355454,64.03199710813975,72.7010504083008,41.65294601874388,58.327012273660735,65.43767365852987,76.02959187444031,48.920429171888046,57.68866652064144,70.91354373090006,66.10116320712494,27.409254981874305,26.60875463962477,29.49544838141406,31.414485339045168,275.44561767578125,277.19781494140625,278.6068420410156,278.00543212890625,273.0261901612301,275.04320883750916,276.63634270115904,275.2024865338183
1981-12-01,65.15228607938957,69.27862549985332,92.5363840449338,72.30513301226094,63.008396295659054,66.78685089863117,91.8573224454871,72.08855846901726,88.07772250906194,84.44742680088234,76.19644618258161,77.72148389295174,24.62016485567959,27.463572989589036,27.169378328512867,28.568817192418365,268.6860046386719,271.48187255859375,272.6650085449219,272.62109375,263.041093560329,268.09094977378845,270.09072193346526,269.32935964028667
1982-01-01,103.42302372652136,115.38159711267276,145.37800869681104,123.65923556918274,78.60820267238142,102.65049598354922,140.43093175903226,119.5927685314219,132.61629474416767,110.82235829294687,77.28798815391414,104.5972935258579,19.554591100881364,25.994291596623512,28.250760849273128,29.8672553145606,260.7160339355469,264.6694030761719,266.41357421875,264.9465026855469,252.61600436632375,259.49987443288165,263.77691610235917,261.0108825203002
1982-02-01,46.46502070491636,47.11138598429752,63.69708418710743,64.01125923905205,38.67340167103312,48.75785173904528,64.02664023741364,67.93868715216661,64.5227070276604,54.046581479345726,32.81258157092134,55.37382721202132,20.056919494910055,20.7396933331504,20.35596554598524,26.688977453477744,264.2667236328125,267.2397766113281,268.4313659667969,268.216064453125,258.6039369742709,263.5906086762746,266.57100075169615,264.9870211383489
1982-03-01,86.13254277280448,99.18717391231696,139.05175647353562,126.11557182740968,83.74565751718126,101.6744100487752,142.3570913388961,126.21143436677428,43.78795378651116,33.02442443294997,6.9705619714916285,30.828850726568977,43.97248296252251,42.98474598950192,46.36602789541485,49.69041734894367,268.2084045410156,270.7195129394531,272.2662048339844,272.3370361328125,265.0109271167284,268.9011122385661,272.59722659462375,270.3073177788201
1982-04-01,108.17086175495513,92.08473040693106,105.29851286178533,97.36059303743563,102.01247799526293,104.33748659146389,96.19799604007603,94.8294742746793,28.199556996025137,19.523249635332423,9.659909523658548,25.733800150621043,59.60445907796286,67.14487864331818,83.00870340808169,79.79325287549175,272.6098327636719,274.527099609375,276.56488037109375,276.600830078125,271.4086386388042,274.66095821062726,277.48552583393297,276.3885627806656
1982-05-01,131.8716071351565,114.53985558796909,87.21073056673019,87.18069616713545,114.79793720354844,113.82334196514768,120.26685438848943,106.11017228457018,-13.027844387272468,-9.509528010898189,1.50948794951564,-6.788437237402137,71.92799405998494,94.83808444361875,118.64769279321398,101.14135122704629,279.5108642578125,281.5765075683594,286.3418273925781,282.8992004394531,284.2883866146741,286.5759831269582,289.6155941611842,286.6135049654743
1982-06-01,58.49968431495048,99.69537314781743,158.81652624483644,139.03940834489185,77.94071971103617,100.53026778952444,143.46937559880075,156.68479895997953,-5.318638391253423,1.8000210297438854,24.12508316170498,-3.397027223675649,81.58941549274054,111.34749824198218,122.65697618921304,113.90990942012428,280.6241455078125,283.2300109863281,289.0664367675781,285.8022155761719,285.5259965995393,287.39638352394104,289.65107847514906,288.14481407826344
1982-07-01,144.28616117857837,86.3742603980396,72.08560725092458,60.94073407249313,141.55930247674542,107.34142033286402,91.755225360868,69.85544988822521,-20.264585213032817,2.8756379681930047,43.07909264922348,28.05375810075876,99.01938354232338,132.00638080800164,146.9748964499038,131.8426775215388,284.3717041015625,290.1784362792969,294.75128173828125,293.146484375,291.2984343144998,293.0540865262349,294.53350569072524,293.0562318816898
1982-08-01,34.74952638595111,66.60552806405973,71.11778966086561,57.946631322369335,46.544891608737345,75.40194558842735,58.39826886239273,72.4262755056415,5.8647512878587085,56.57084597434657,98.85707566294803,90.99615297709632,76.44451169738824,85.68135077262374,94.807028467383,81.1912511831052,284.6289367675781,290.45318603515625,293.4781494140625,292.052734375,288.2875918202191,290.2414746284485,291.99572673596833,290.109434353085
1982-09-01,96.03146499247278,78.38427167792233,75.4123591750237,71.99856955988609,98.72370209207158,83.273271118778,65.87505998327877,70.07103480429944,9.406467787900953,45.50139171743362,71.51977587311464,53.0039573278988,56.88062874231856,56.72258843419612,51.65325166996381,53.63357757370345,283.5210876464844,287.4854431152344,290.1655578613281,289.0458068847656,284.2040761514489,286.8977129459381,288.7685641238564,287.4709244375154
1982-10-01,139.81805200656373,54.52185930044848,34.54824356005853,43.426621225836826,128.1901607522052,60.10527334604318,28.591176418201563,41.78227565008426,23.522738179702632,58.30940517244082,87.99624279353836,72.28967783796969,45.63238701674047,40.04786775730287,34.090076958138646,39.685462047046606,280.0112609863281,283.75714111328125,285.87066650390625,284.59893798828125,279.0837074067013,282.29240894317627,284.2544896979081,282.10185638187437
1982-11-01,87.6350867275336,124.02724000105604,136.62426133363795,122.06020890382236,87.21710112266996,121.9781444224308,123.90996935616988,132.34255415823583,60.555342878876594,65.4333235128897,74.8454394058773,61.23092993413351,31.00574545419529,29.746754236918115,36.501383077459735,36.91214767516437,273.1904296875,276.8273620605469,279.8287353515625,279.16888427734375,269.8385982437438,274.92955803871155,278.1280638042249,277.0724477692852
1982-12-01,96.8480416081102,123.44399090697834,153.91208008362773,100.06965649050883,87.64055771027745,118.1338292556338,136.23050874189997,115.10472613328444,77.89901461756119,58.18644263050498,39.39501141147142,54.53736100562074,24.228862658041077,26.04145532567418,28.767523543085098,28.916025844674813,270.1075744628906,274.00518798828125,276.3804626464844,275.3409423828125,265.95105102052725,271.8590579032898,275.41780451724406,273.4577814537709
1983-01-01,61.6429408785909,63.3997867913857,58.25663141748392,65.73774724876216,61.40582659591915,62.90128060361032,55.67320746031766,67.63641780738186,78.11296134182143,70.14334075962711,53.04943403182829,77.67878486192254,24.61377591260136,25.977290593817862,23.64134858519339,25.60833104783064,266.9482421875,269.9446105957031,271.9073791503906,270.9707336425781,261.4288601818313,266.53417499860126,269.5774040222168,267.6086509884812
1983-02-01,46.58022328054479,59.761159385937624,53.1961121946732,79.97767234161125,50.60241472239638,57.13956740387881,49.64734360833495,65.88304800746621,44.033847529747426,34.71949565454406,19.708503691836015,50.22883998830361,23.418301210146815,22.587618141943555,22.959675199448903,22.679006559942017,268.15673828125,270.6988220214844,271.84228515625,271.1073303222656,263.372672761104,267.94249137242633,271.12308502197266,268.3618212121678
1983-03-01,74.5826251102248,106.22740097945416,100.27808150762876,90.00885412943884,82.33885586011051,103.72553708276467,95.54796951155078,88.44097457164767,44.5285578983848,31.55507413514642,17.05592225401519,39.47821884051061,36.64598043257364,37.94159194132688,47.17997999032252,43.49839640283048,269.80535888671875,272.87762451171875,274.957275390625,274.5240173339844,266.8203458140096,271.3172749678294,275.1040890342311,272.9889699380229
1983-04-01,85.71532208697411,99.54471424675648,114.60773874192634,156.23788018971317,91.22764494253984,102.59476654849756,143.680006548718,151.71528546412353,20.718449870501892,17.083883873111297,12.724704945715605,15.303939810308275,51.38885429017737,56.998053936385595,70.54868017372506,62.26422497750855,273.82440185546875,275.9017028808594,278.153564453125,277.8290710449219,272.9648815626167,275.7892417907715,278.54310045744245,277.2611134446512
1983-05-01,112.47232917096832,165.43138921809066,110.5329849121855,116.37482938683576,100.0187141028143,175.7973678873764,131.0698955072263,122.06428804915022,7.829758813055505,8.6553241382737,11.656982351762585,0.9030845015383352,60.612993459179634,88.78591919008338,110.65871577727656,98.5403518851001,277.9129638671875,279.7836608886719,283.1231689453125,281.95458984375,280.1175489691624,281.71644894282025,284.1134679693925,282.87909632404956
1983-06-01,105.92900393144468,70.69040849658279,79.59789245854196,43.24007469963589,87.5822372968044,77.70234579289574,107.48052181289364,81.05424648135163,-14.994621887838818,9.492301628052996,33.54197616459317,18.92227527264551,94.262343377813,136.58266628581694,137.76988103710795,135.24480645741863,282.2336120605469,287.28717041015625,291.5083923339844,290.0321350097656,288.50534154884366,290.3808199564616,292.2303410580284,290.7591778612512
1983-07-01,68.95071105229702,73.23264349298714,156.94547690197209,88.57776700563302,99.53998210500944,86.76548955276536,167.54654155718214,88.79551726819024,-17.026498442370457,25.882501971556703,42.417341492510786,45.56229603649842,107.29724374473162,128.80738356645043,151.51689758545942,114.40394573779184,286.8370666503906,293.6376953125,295.7180480957031,294.9771728515625,293.5152980606869,295.105295976003,296.0477154380397,294.4263810285433
1983-08-01,47.60332104435775,75.5130759495551,72.78819935399747,60.0385396362241,55.99249541851265,71.01447596481388,57.1667470715722,83.04904527380243,18.75067171659462,60.97246059045801,68.06393452399949,72.78420744996937,88.09144759851613,85.35172462295412,101.1402765164923,87.97646933640239,291.0377502441406,294.3251037597656,295.8455505371094,295.1221618652344,293.2081454455615,294.51060422261554,295.74193673384815,293.32961747777745
1983-09-01,84.66847706654558,78.6634605341142,59.52396444698854,61.19713684651485,90.15166394066468,83.47171112478406,56.61010016148179,54.713769298417674,52.082119729820874,101.86629300562628,113.54349061478392,109.41678297819088,60.64493110454523,60.78625904275949,58.6106938266225,61.05398052760997,287.011474609375,290.36767578125,292.38800048828125,291.9987487792969,286.3062722255509,288.99634130795795,290.78340068616365,289.28493349570925
1983-10-01,102.75696910780113,84.18977583918316,81.34932648030244,91.94369359231972,116.2921103298388,89.20277805284088,84.22294378804224,85.26078361433927,50.88898924614523,83.79918113086684,112.11944043490374,106.84606672827196,42.142129493544815,42.99007340021294,42.9788321043072,45.91943635515679,280.4349365234375,283.40167236328125,285.50274658203125,284.4620056152344,278.22864730044665,281.41783769925433,283.68442655864516,281.7989014152467
1983-11-01,117.0325507653604,110.7162256109272,147.01249634096823,143.3290095413575,115.11403108059868,113.70699931258928,150.5913014850018,136.07192931369897,72.20408775529735,76.58471084532874,74.49400667395692,75.99088225799778,33.73563976519123,33.88262188603272,37.073763418515675,36.825917379327166,274.5571594238281,277.0918884277344,279.35589599609375,278.14404296875,271.27570297423586,274.9314244588216,277.6724682858116,275.7624329093873
1983-12-01,75.31413951396013,103.44386034329077,118.6940267379088,190.4858307644363,58.283255479752235,91.1681286246734,112.20836001752168,149.1114500073726,120.98326062568978,110.29846174657254,98.89354785260208,119.033855397092,20.078288791775385,26.85084621102196,26.225986675179392,33.315861469457666,263.6482849121094,267.17120361328125,269.653564453125,270.15521240234375,256.59920000175083,262.8763629595439,266.44278476112765,266.5108712263933
1984-01-01,68.65014617219336,62.44697957555545,65.0784771027027,73.71255821636714,54.856453419054176,55.393541391135464,59.759667632478305,65.1361099261903,89.61266468606551,72.94406999284962,40.26791024662249,76.31762689026623,22.65326123295368,21.888127900987985,20.737655535559178,22.760389877077003,263.66766357421875,266.2576904296875,267.1725769042969,267.1954345703125,257.4004190756505,261.8355250755946,264.9899416471782,263.3680621770423
1984-02-01,59.171917325725246,71.58554017356501,123.393706386549,138.0566013421186,64.18765693626477,70.61550873460804,102.66500448511196,111.1657240614649,37.48427895656943,24.830716729705237,5.958476087217854,28.350169472587783,27.939917072980027,23.64141067533034,25.730843272120826,25.594192820391505,269.002685546875,271.0599365234375,272.0734558105469,272.2227783203125,266.18600634084754,269.55605840682983,272.4015948646947,270.5599696842704
1984-03-01,68.96219569807026,89.76383987510266,112.39729046163508,75.64443551474982,65.77751986483459,78.03207209466035,114.06551853633783,91.95597043864971,52.26494013463116,50.741108389393375,28.66388260200105,48.584896834983965,38.90986145008031,41.69118595611155,43.27232698843142,44.30521211118597,266.49755859375,269.2643127441406,270.23114013671875,269.51123046875,262.9688856877179,266.9759582678477,269.472683755975,267.11252167468933
1984-04-01,70.99603488002414,100.13931261558504,102.4379481224234,113.62442724189243,76.8503583553661,107.34118170242338,118.11286343051734,105.90408687078671,4.022598701380809,0.6782337429928611,-5.373809660194287,-0.0865045716882926,50.76896687998904,63.570425179690034,74.97194928198881,60.58035448339062,275.24530029296875,276.9364318847656,277.5344543457031,278.12884521484375,276.00609804434606,278.11460010210675,279.75228359824735,278.52628813015195
1984-05-01,85.25067906027381,112.61617626418428,151.83093650332444,111.2873361809764,92.79188590544544,113.5530970558841,173.41303774070155,131.15463563231103,1.500192123229996,2.502748524368517,5.678411297815245,-1.0999977402156358,72.55620778700575,92.52882305590208,107.13344117508252,96.90257458717292,278.0564270019531,279.7420654296875,282.4822692871094,281.2476806640625,280.89383080471083,282.42039163907367,284.0897212781404,282.5401897280235
1984-06-01,137.08024488625776,124.09996367024851,100.5992684720008,89.34761325964251,137.8870762580373,123.74614094058322,101.3791209870588,117.9028994137983,-18.468652722569423,-14.723573850652494,21.614265044443783,-0.281613488755666,88.93719334786657,132.33329374804617,158.94664486408013,141.97543129144438,282.2210388183594,285.4416809082031,291.2886047363281,288.69720458984375,288.27146540789965,290.4426627953847,292.88133781834654,290.6175073338306
1984-07-01,60.56906642639683,55.32482959285099,49.45283991359226,51.053271866026115,72.79368682164385,58.579788415510414,56.11018318686559,71.04111802271267,-9.223551953934958,25.85565426905131,59.37014882483882,40.36906934802336,102.47872737561282,123.18464466713505,130.03009402780037,123.12599981585578,284.52337646484375,290.36236572265625,293.8782653808594,292.8169250488281,290.7913885230562,292.255004008611,293.57987253289474,292.39517356091596
